"","products_sold","product_category","quality","satisfaction","discount","retail_price","perc_physical","market_size"
"1000",248992,"food","premium",4.7,6,1,75.5,2995
"1001",119881,"health","off_brand",4.5,8,15,69,1184
"1002",156893,"other","off_brand",3.7,3,22,63,3732
"1003",151973,"health","off_brand",4.5,11,17,48.6,1671
"1004",124117,"toys","premium",4.1,17,11,76.3,720
"1005",71085,"health","off_brand",3.2,5,21,64.2,1066
"1006",129386,"health","off_brand",4.5,18,3,54.8,1229
"1007",152255,"food","off_brand",4.1,21,18,41.9,831
"1008",100820,"health","off_brand",4.1,9,17,26.7,980
"1009",174985,"health","off_brand",4.9,16,8,51.9,1004
"1010",98327,"toys","off_brand",3.3,13,21,40.4,1939
"1011",125364,"health","premium",3.9,5,13,48.6,2223
"1012",185207,"health",NA,4.1,18,26,65.2,3116
"1013",185537,"toys","off_brand",4.2,15,29,73.8,3294
"1014",181180,"toys","off_brand",4.8,2,25,38,2186
"1015",121734,"toys","off_brand",2.3,10,20,38.4,2711
"1016",180340,"toys","off_brand",4.7,18,15,44.6,1175
"1017",198099,"health","off_brand",4.9,5,19,42.3,1723
"1018",110026,"other","premium",4.4,15,14,58.9,1000
"1019",86495,"toys","off_brand",3.9,1,18,26.8,765
"1020",192654,"food","off_brand",3.9,5,11,67.2,2123
"1021",201510,"other","off_brand",4.3,5,15,NA,2696
"1022",256844,"food","premium",4.7,9,NA,48.5,2855
"1023",190591,"toys","premium",3.1,6,10,51.1,2742
"1024",98938,"health",NA,3.1,5,12,41.1,1692
"1025",109483,"health",NA,4.2,4,24,71.3,1399
"1026",104535,"other","off_brand",4.7,6,23,64.1,986
"1027",139311,"health","premium",4.6,6,11,25.8,864
"1028",271422,"health","premium",4.6,12,15,32.1,4565
"1029",112339,"toys","premium",4.8,7,23,23.5,942
"1030",154376,"health","premium",4.7,20,12,16.1,1090
"1031",132180,"other","off_brand",3.7,2,15,19.6,2296
"1032",150183,"other","off_brand",4,1,20,61.3,2924
"1033",138599,"toys","off_brand",4.6,7,11,52.8,1250
"1034",136624,"health","premium",3.9,14,25,54.1,2430
"1035",240062,"health","off_brand",4.6,7,22,65.5,3277
"1036",191794,"health",NA,4.6,16,15,6.8,2438
"1037",152701,"health","premium",4.4,3,NA,78.8,2468
"1038",265335,"health","off_brand",4.9,10,19,28,2699
"1039",49965,"health","off_brand",3.6,7,21,44,1118
"1040",60956,"toys","premium",4.2,6,13,9.9,840
"1041",157723,"toys","off_brand",4.4,5,30,25.7,3198
"1042",180088,"toys","off_brand",4.6,5,18,17.1,1484
"1043",196454,"health","premium",4.6,15,NA,NA,2584
"1044",150036,"health","off_brand",4.4,2,28,38.8,2023
"1045",137223,"health","premium",4.2,2,5,35.8,2033
"1046",73944,"other","premium",3.6,3,9,37.5,1348
"1047",187289,"health","premium",4.4,6,26,35.7,3230
"1048",190750,"toys","premium",4.4,4,NA,76.5,3378
"1049",186253,"toys","off_brand",4.8,10,10,46.3,2133
"1050",148887,"other","premium",4.7,5,17,45.2,964
"1051",154293,"health","off_brand",4.7,12,26,44.4,2121
"1052",178916,"health","off_brand",4.6,3,24,63.2,1584
"1053",125516,"other","premium",4.5,3,10,8.8,1428
"1054",143027,"health","premium",4.2,4,NA,5,2502
"1055",120011,"health","premium",4.8,2,22,64.2,994
"1056",171121,"toys","off_brand",4.2,13,20,43.3,1802
"1057",59982,"toys","off_brand",2.7,11,13,70.1,971
"1058",49972,"toys","off_brand",3.5,4,15,44.8,918
"1059",120919,"toys","off_brand",3.1,14,19,79.1,2338
"1060",70017,"other","premium",3.9,15,NA,19.2,1081
"1061",170742,"health","off_brand",4.2,2,22,46.2,3077
"1062",223386,"health","off_brand",4.1,14,21,NA,3290
"1063",241068,"toys","off_brand",4.5,7,23,24.5,3767
"1064",184188,"toys","premium",4.8,5,28,54.2,2823
"1065",86184,"health","premium",4.3,2,22,12.8,956
"1066",175357,"other","premium",4.1,5,26,21.1,2647
"1067",108787,"food","premium",4.1,4,20,46.6,812
"1068",174549,"health","premium",4.4,11,20,37.1,2430
"1069",155624,"toys",NA,4.7,6,18,25.4,2320
"1070",158413,"food","off_brand",2.8,4,17,84.5,2291
"1071",87428,"food","premium",3.3,16,23,20.5,1072
"1072",36108,"health","premium",3.4,9,19,48.1,871
"1073",170775,"food","off_brand",4.2,4,21,74.2,1940
"1074",103121,"food","premium",4.1,12,13,23.4,953
"1075",158103,"health","premium",3.3,7,NA,15.5,3043
"1076",204865,"toys","off_brand",4.5,4,NA,69.1,2349
"1077",223028,"toys","off_brand",4.7,28,22,48.7,2041
"1078",118961,"health","off_brand",4.1,11,NA,34.2,1210
"1079",183989,"food","off_brand",2.6,2,NA,28.2,3177
"1080",146681,"health","off_brand",4.8,7,16,77.7,1302
"1081",149034,"other","off_brand",4.4,2,15,18.6,1642
"1082",103187,"toys","off_brand",4.3,7,22,79.1,1632
"1083",160239,"health","off_brand",3.7,6,13,50.2,3293
"1084",216509,"health","premium",4.5,5,17,70.4,2832
"1085",104546,"health","premium",4.5,20,30,27.8,868
"1086",167136,"health","premium",4.8,4,25,26,2421
"1087",263951,"health","off_brand",4.6,5,33,66.7,3597
"1088",127420,"other","premium",3.8,3,24,NA,2516
"1089",152440,"toys","off_brand",3.8,14,22,43.6,2913
"1090",246286,"food","off_brand",4.9,6,16,20.7,1776
"1091",56339,"toys","premium",3.2,5,16,39.9,966
"1092",78153,"health","off_brand",4,6,25,22.8,929
"1093",117489,"health","off_brand",4.5,6,11,5,1352
"1094",160867,"toys","off_brand",4.7,6,12,54.9,2188
"1095",176433,"toys","off_brand",4.3,10,19,81.4,3009
"1096",158552,"food","premium",3.9,5,26,63,2135
"1097",203615,"other","premium",4.2,9,17,20.5,3059
"1098",125337,"other",NA,4.2,16,18,63.2,1158
"1099",58831,"other","premium",3.7,7,28,36.6,1079
"1100",59426,"toys","premium",3.8,6,31,72.3,751
"1101",100797,"food","off_brand",3.6,12,15,71.9,1031
"1102",111250,"health","off_brand",4.1,8,13,23.8,1966
"1103",148862,"toys","off_brand",4.8,6,20,80.5,831
"1104",233561,"health","off_brand",4.8,14,23,40,2490
"1105",137326,"toys","premium",3.1,3,14,38.9,3506
"1106",136963,"health","off_brand",4.9,1,19,8.5,1218
"1107",184251,"toys","off_brand",4.4,3,12,72.8,2756
"1108",111330,"health",NA,3.9,6,29,63.6,2259
"1109",108953,"food","off_brand",4.3,4,37,43,1006
"1110",214769,"food","off_brand",5,10,30,72.5,2155
"1111",201185,"toys","off_brand",4.3,15,17,82,2615
"1112",200664,"health","off_brand",4.5,6,31,23.5,2221
"1113",187472,"toys","premium",3.9,8,13,49.1,3139
"1114",138808,"toys","premium",4.6,8,11,48.6,1558
"1115",118630,"food","off_brand",4,15,20,55.1,928
"1116",67248,"toys","premium",3.3,4,20,45.6,1666
"1117",140971,"toys","off_brand",3.5,5,30,74.8,2821
"1118",157851,"toys",NA,3.4,13,19,28.7,2155
"1119",69841,"toys","premium",3.6,9,10,48.5,832
"1120",184816,"health","off_brand",3.7,3,22,27.9,2619
"1121",134932,"toys","premium",4.6,6,17,60.1,1624
"1122",165033,"toys","off_brand",4.4,9,24,68.7,2397
"1123",121255,"food","premium",4.6,10,29,24.6,1013
"1124",204621,"other","premium",4.2,5,22,5,3458
"1125",46469,"other","off_brand",3,2,23,56.1,1484
"1126",198092,"food","off_brand",4,4,22,77.5,2263
"1127",137601,"toys","off_brand",4.1,13,21,7.3,1743
"1128",166321,"other","premium",3.4,21,25,54.6,2784
"1129",83562,"other","premium",4.2,8,NA,34.2,1116
"1130",158420,"toys","off_brand",4.6,8,25,96,1305
"1131",218216,"other","off_brand",4.2,14,9,42.5,3208
"1132",154783,"health","off_brand",3.7,9,22,51,2439
"1133",150350,"health","off_brand",4.4,3,5,60.1,1435
"1134",100469,"health","off_brand",3.9,12,26,61,862
"1135",135691,"health","premium",4.1,7,23,16,1125
"1136",119520,"food","off_brand",4.1,5,20,20.1,1430
"1137",67409,"other","off_brand",3.1,4,8,80.3,1007
"1138",118896,"health","premium",4.7,1,18,43.6,1346
"1139",178441,"toys","premium",4.6,7,21,67.6,2316
"1140",115502,"health","off_brand",3.8,7,19,38.8,1009
"1141",149268,"toys","premium",4.2,13,23,94.8,1884
"1142",141284,"toys","premium",4.2,4,16,15.2,2361
"1143",124921,"other","premium",4.5,7,11,51.2,1038
"1144",44877,"food","off_brand",3.3,181,29,70.1,817
"1145",231446,"other","premium",4.7,9,25,45.9,3426
"1146",150727,"health","off_brand",3.8,11,12,85.5,2385
"1147",155783,"health","off_brand",4.2,3,19,56.7,2645
"1148",137420,"other","off_brand",3.1,2,32,62.4,2561
"1149",186302,"toys","premium",4.9,11,22,50.6,2550
"1150",156382,"toys","off_brand",4.8,10,10,42,950
"1151",146711,"toys",NA,4.5,6,20,79.8,1314
"1152",169079,"toys","off_brand",4.2,11,22,57.9,2394
"1153",124276,"other","off_brand",4.3,9,18,70.9,1845
"1154",163626,"health","off_brand",4.8,8,21,58.5,1103
"1155",107976,"health","off_brand",4.2,7,36,42.9,1191
"1156",207330,"toys","premium",3.8,17,21,69.6,2932
"1157",256613,"toys","off_brand",4.8,8,12,57.4,2997
"1158",141802,"health","off_brand",3.8,4,28,40.5,2878
"1159",143613,"health","premium",3.9,10,16,42.9,2310
"1160",176963,"food","off_brand",4.4,7,2,NA,2294
"1161",137857,"health","off_brand",3.9,12,NA,25.9,1987
"1162",94000,"health","off_brand",3.6,7,15,30.1,1182
"1163",262355,"health","off_brand",4.7,16,17,72.3,2723
"1164",170240,"food","off_brand",4.6,1,NA,40.7,2384
"1165",82764,"other","premium",3.8,4,14,14.1,994
"1166",69009,"toys","premium",3.4,12,23,20.8,1055
"1167",173859,"toys","premium",4.3,11,19,71.2,2557
"1168",77556,"toys","premium",4.4,6,24,13.6,648
"1169",132527,"health","premium",4.6,2,11,22.6,1308
"1170",168979,"toys","off_brand",4.7,9,23,66.2,1932
"1171",165539,"health","premium",4.6,13,27,33.1,3126
"1172",142398,"toys","premium",4.7,5,NA,50.5,1081
"1173",210269,"health","premium",3.9,17,9,18.3,3813
"1174",136532,"toys","off_brand",4.2,8,20,40,999
"1175",175787,"health","off_brand",4.5,5,15,5,2338
"1176",92592,"toys","premium",3.1,7,NA,39,1712
"1177",56935,"health","premium",3.2,2,17,20.5,603
"1178",152428,"other","off_brand",4.9,3,27,34.9,1313
"1179",228655,"toys","off_brand",4.9,10,26,64.7,1863
"1180",121273,"toys","premium",4.5,1,11,47.4,1509
"1181",112386,"health","premium",4.7,7,17,37.6,1262
"1182",103060,"toys","off_brand",3.9,10,29,48.5,1818
"1183",252012,"food","off_brand",4.2,3,30,41.4,3863
"1184",148498,"toys","off_brand",4.6,12,24,97.1,1704
"1185",128516,"food","off_brand",4.8,3,18,48.6,1132
"1186",83329,"toys","off_brand",2.3,13,22,35,2135
"1187",91615,"health","premium",4.4,6,30,13.5,1203
"1188",88945,"health","off_brand",4.4,3,25,8,706
"1189",207569,"food","premium",3.7,10,14,34.3,3765
"1190",184780,"toys","premium",3.9,1,22,46.6,4247
"1191",138112,"toys","premium",4.7,10,NA,48.8,2146
"1192",102032,"other","off_brand",4,12,24,48.3,1029
"1193",132632,"food","premium",3.7,2,16,68.8,1180
"1194",78708,"toys","premium",3.3,2,19,83.1,2066
"1195",103168,"food","off_brand",4.4,0,16,62,1085
"1196",198471,"health","off_brand",3.9,7,26,44.4,3570
"1197",107914,"health","off_brand",3.5,6,18,36.2,1395
"1198",162630,"toys","premium",3.9,8,23,53.8,2419
"1199",207440,"toys","off_brand",4.7,15,25,92.5,2740
"1200",186634,"food","premium",4.5,7,22,52.3,3118
"1201",140338,"health","premium",3.9,2,24,63.8,2282
"1202",142857,"health","off_brand",4.5,8,32,24.9,1629
"1203",205015,"food","off_brand",4.8,5,15,33.2,1262
"1204",142169,"toys","off_brand",4.3,4,23,78.6,2317
"1205",169009,"health","premium",4.6,16,33,52.3,1775
"1206",219721,"toys","off_brand",4.6,3,NA,6.7,3151
"1207",148185,"food","off_brand",2.5,1,NA,45.9,3426
"1208",188780,"health","off_brand",4,4,19,31,2897
"1209",98410,"toys","premium",4.5,13,20,63.2,1144
"1210",172699,"health","premium",4.8,3,3,24.3,1875
"1211",165201,"health","off_brand",3.4,13,27,33.4,1831
"1212",159303,"health","premium",4.6,5,12,5,1151
"1213",107534,"other","premium",4,9,29,48.1,1932
"1214",218979,"food","premium",4.6,25,32,5,1625
"1215",221852,"other","off_brand",4.7,10,18,69.6,1858
"1216",140809,"other","off_brand",3.7,5,1,30.3,1502
"1217",198148,"health","off_brand",4.4,6,24,72.5,2528
"1218",46975,"health","premium",3.8,1,40,28.4,1067
"1219",136591,"toys","premium",3.7,22,8,53.4,1635
"1220",281795,"health","off_brand",4.8,8,20,24.8,3022
"1221",176795,"toys","off_brand",4.4,5,7,55.1,2557
"1222",159791,"food","premium",3.9,5,9,NA,2385
"1223",134757,"food","off_brand",4.9,3,17,95.3,681
"1224",188283,"health","off_brand",4.1,2,20,71.9,3397
"1225",74910,"other","premium",4,10,NA,28.2,641
"1226",141022,"food","off_brand",4.1,13,32,60.2,872
"1227",197047,"toys","premium",4.9,3,11,37,3108
"1228",133387,"food","premium",4.3,5,26,29,2490
"1229",194475,"health","off_brand",4.6,2,31,39.3,3366
"1230",141819,"toys",NA,3.2,9,26,42.9,2692
"1231",202507,"toys","premium",3.4,15,6,33.1,3449
"1232",169257,"health","premium",4.8,14,NA,24,1777
"1233",128716,"toys","off_brand",4.4,4,14,67.5,1095
"1234",215598,"other","off_brand",4.7,8,33,90.1,2967
"1235",161399,"health","premium",4.9,2,23,70.2,2178
"1236",133068,"toys","off_brand",4.1,7,30,100.8,1908
"1237",112088,"toys","off_brand",4.2,8,22,103.6,843
"1238",117184,"toys","off_brand",3.7,5,23,70.6,1071
"1239",115405,"toys","off_brand",4.2,8,21,67.6,925
"1240",179210,"food","premium",4.6,7,20,29.6,2461
"1241",163985,"health",NA,4,6,24,58.1,2217
"1242",109824,"health","premium",4.1,17,1,5,603
"1243",142396,"health","off_brand",3.6,4,18,50.3,1867
"1244",204539,"health","off_brand",3.9,4,18,42.6,3861
"1245",115191,"health","off_brand",4.3,3,20,46.2,1237
"1246",77647,"health","off_brand",3.4,6,10,34.5,1115
"1247",54955,"toys","premium",3.8,2,20,45.3,1091
"1248",124273,"health","premium",3.9,7,NA,57.1,2525
"1249",244223,"other","premium",4.4,2,16,69.7,3262
"1250",116482,"food",NA,3.2,2,26,44.6,2001
"1251",200825,"toys","off_brand",4.3,7,37,40.1,3244
"1252",168739,"health","premium",4.5,2,16,40.1,2638
"1253",165994,"other","off_brand",4.2,222,26,34.6,2237
"1254",242740,"toys","off_brand",4.4,13,17,73.7,3611
"1255",171420,"health","off_brand",4.6,6,34,60.7,2198
"1256",159952,"food","off_brand",3.5,3,18,43.3,2155
"1257",201482,"health","off_brand",4.2,19,22,82.8,2849
"1258",92343,"health","off_brand",3.4,12,14,29.9,1199
"1259",239557,"toys","off_brand",4.9,13,29,28.5,2803
"1260",172143,"toys","off_brand",4.7,5,24,75.4,3090
"1261",175521,"toys","off_brand",4.9,4,28,80,2478
"1262",185261,"health","premium",4.8,1,NA,32.8,2419
"1263",212680,"health","premium",4.9,8,13,19.5,1931
"1264",132623,"toys","premium",3.4,16,15,64.7,1342
"1265",99375,"toys","off_brand",4.4,3,NA,53.5,746
"1266",105056,"toys",NA,4.3,3,17,101.4,979
"1267",150166,"health","premium",3.4,23,24,17.5,2043
"1268",51620,"toys","premium",3.9,5,27,NA,891
"1269",123348,"toys","off_brand",4.5,10,23,55.9,811
"1270",124614,"health","premium",4.4,2,1,34.8,950
"1271",111639,"toys","off_brand",3.6,11,14,58.3,1766
"1272",98379,"toys","off_brand",4,4,26,80.5,1051
"1273",111213,"toys","off_brand",4.1,15,27,81.4,968
"1274",111758,"other","premium",4.3,10,23,28.1,1053
"1275",148317,"health","premium",4.2,6,22,44.1,2346
"1276",226371,"health","off_brand",3.8,7,29,44.3,4356
"1277",132244,"health","off_brand",4.3,9,20,57.3,1944
"1278",172126,"health","off_brand",4.9,5,18,33.9,930
"1279",168965,"food","premium",3,11,25,66.7,3128
"1280",176705,"other","off_brand",3.7,7,28,33.8,3486
"1281",68447,"other","premium",3.5,7,16,27.3,1035
"1282",156552,"food","premium",4.5,14,23,47.1,858
"1283",126824,"toys","premium",4.7,8,28,26.3,1241
"1284",195042,"food","premium",3.9,4,22,64.4,3083
"1285",168011,"toys","off_brand",4.8,16,NA,90.8,1276
"1286",100802,"toys","off_brand",4.2,4,12,81.5,1285
"1287",106754,"toys","off_brand",4.1,2,13,34.2,675
"1288",107109,"health","premium",4.4,7,18,50.3,947
"1289",136731,"toys","premium",3.7,11,17,82.6,2783
"1290",132041,"toys","off_brand",4.6,9,21,84.1,1009
"1291",125247,"health","premium",4.5,5,28,61.8,800
"1292",107893,"toys","off_brand",3.2,3,29,59.6,2268
"1293",38311,"toys","off_brand",3,7,33,44,646
"1294",86913,"other","off_brand",4.1,12,10,36.8,1078
"1295",63254,"toys",NA,3.9,6,38,53.2,1191
"1296",192138,"health","off_brand",4.7,4,12,60.9,1411
"1297",119893,"health","premium",4.3,4,24,36.1,1709
"1298",110443,"other","premium",4.2,11,25,48,1081
"1299",142221,"toys","off_brand",4.9,10,NA,50.3,790
"1300",90571,"toys","off_brand",3.7,6,8,71.9,1002
"1301",194959,"toys","premium",4.8,7,20,57.4,3026
"1302",128984,"health","off_brand",3.4,7,26,94.2,2763
"1303",196312,"health","off_brand",4.3,11,24,57.1,2693
"1304",70766,"toys","premium",3.5,5,28,31.2,1347
"1305",180595,"other","off_brand",4.7,10,21,43.6,2026
"1306",146828,"toys","off_brand",4.2,0,30,35.1,2444
"1307",158941,"food","premium",4.5,5,21,44.4,2029
"1308",69358,"toys","off_brand",3.4,3,18,56.1,1144
"1309",147756,"toys","off_brand",4.7,2,12,99.8,875
"1310",148884,"toys","off_brand",4.6,15,NA,56.6,691
"1311",86832,"health","off_brand",3.7,7,20,19.4,1025
"1312",94437,"toys","off_brand",3.6,14,14,54.7,755
"1313",223728,"health","off_brand",4.7,9,NA,25.5,3061
"1314",193349,"health","off_brand",4.7,5,21,39.9,1431
"1315",232565,"health","off_brand",4.8,6,8,70.5,2610
"1316",194477,"health","premium",4.4,6,11,62.2,2627
"1317",47814,"toys","off_brand",3,3,19,69.9,1004
"1318",113420,"toys","off_brand",4.4,7,22,70.8,878
"1319",206520,"toys","premium",4.8,2,22,52.2,2862
"1320",122568,"other","off_brand",3.8,14,20,33.4,2646
"1321",126357,"health","off_brand",4.4,7,28,29.6,950
"1322",145922,"toys","premium",4.6,12,12,38.9,1152
"1323",123408,"other","premium",3.4,12,19,61.6,1914
"1324",80982,"toys","off_brand",4.6,5,19,78.6,847
"1325",65179,"other","premium",3.5,8,28,65.9,999
"1326",178613,"health","off_brand",4.2,6,NA,28.3,2967
"1327",185947,"other","off_brand",4.7,15,29,33.9,1412
"1328",198602,"other","premium",4,6,NA,34.1,2793
"1329",106286,"health","off_brand",3.3,1,11,30.8,1364
"1330",124990,"health","off_brand",4.1,6,18,38.1,1313
"1331",169621,"other","off_brand",3.5,12,14,45.8,2712
"1332",239306,"health","off_brand",4.4,6,30,61.2,2929
"1333",166813,"health","off_brand",4.1,8,27,31.6,1870
"1334",169258,"health","premium",4.8,3,36,55.2,1988
"1335",97612,"health","off_brand",4,14,20,63.2,843
"1336",128437,"health","premium",4.6,9,12,28.4,1070
"1337",89171,"toys","off_brand",4.3,2,11,13.9,911
"1338",260445,"food",NA,4.9,9,27,36,2672
"1339",98592,"toys","premium",4.4,5,NA,85.8,1129
"1340",186706,"health","off_brand",4,16,14,56.7,2365
"1341",250153,"food","off_brand",4.8,9,25,26.4,2870
"1342",189658,"health","off_brand",3.9,8,17,20.2,3177
"1343",124538,"toys","premium",3.8,2,26,58,2122
"1344",149856,"food","off_brand",4.3,2,24,38.2,1203
"1345",215104,"toys","off_brand",4.3,12,25,70.4,2565
"1346",279952,"health","off_brand",4.4,13,15,37.7,4554
"1347",75245,"toys","off_brand",3.1,2,20,60.2,768
"1348",85275,"food","premium",4,4,23,18.7,909
"1349",62057,"toys","premium",2.9,11,15,57.2,1309
"1350",151668,"toys","premium",4.4,8,25,55,2355
"1351",82148,"toys","premium",3.4,7,NA,53,2526
"1352",97442,"toys","off_brand",4.5,13,18,57.5,816
"1353",175728,"toys","premium",3.2,7,12,38.5,2857
"1354",169228,"health","off_brand",4.8,9,29,53.2,1016
"1355",171393,"health","off_brand",2.1,15,NA,59,3486
"1356",163709,"health","off_brand",4.6,7,27,5,2137
"1357",178667,"toys","off_brand",4.8,8,25,42.3,2165
"1358",187092,"other","premium",4.2,4,21,52.5,3120
"1359",178394,"health","off_brand",3.9,7,5,5,2162
"1360",75342,"toys","off_brand",3.5,7,26,53.9,1049
"1361",206964,"health","premium",4.5,6,33,63.6,3293
"1362",87302,"health","premium",3.5,6,NA,5,2000
"1363",56639,"toys","premium",3,8,11,NA,670
"1364",191737,"toys","off_brand",4.9,6,16,24.3,909
"1365",150821,"other","premium",4.7,10,18,49.4,1339
"1366",97680,"other","off_brand",4.6,4,29,5.7,1007
"1367",194322,"health","premium",4.8,4,NA,46.5,2056
"1368",144421,"health","premium",4.6,2,25,48.3,2311
"1369",163143,"health","off_brand",4.5,9,21,33.8,1918
"1370",73694,"toys","off_brand",3.4,3,19,90.2,1955
"1371",88292,"toys","off_brand",4.6,3,26,21.7,857
"1372",267011,"food","off_brand",4.5,5,29,45,4098
"1373",121417,"toys","off_brand",3.9,3,12,72.5,2655
"1374",223346,"health","premium",4.6,8,33,37.6,3334
"1375",199771,"health","premium",4.5,1,27,NA,3717
"1376",130268,"health","off_brand",4,22,26,77.1,733
"1377",192833,"toys","off_brand",4.1,12,11,70.2,2747
"1378",101130,"health","off_brand",3.8,16,23,13.1,1034
"1379",111687,"toys","off_brand",4.1,7,21,51.3,1369
"1380",171244,"toys","off_brand",4.1,5,NA,68.7,2251
"1381",157156,"health",NA,4.4,16,25,22.3,2017
"1382",56392,"other","premium",2.6,6,15,82.3,812
"1383",166585,"toys","off_brand",4.7,8,20,38.3,1428
"1384",216176,"health","premium",4,17,25,27.3,3516
"1385",112276,"toys","off_brand",3.3,4,17,56,2476
"1386",130684,"health","premium",3.9,1,32,66.9,2447
"1387",233647,"health","premium",4.8,14,18,NA,2852
"1388",173696,"health","off_brand",3.9,12,19,55.4,2551
"1389",179386,"health","off_brand",4.5,8,33,48,2229
"1390",109908,"toys","premium",3.6,2,22,69,1859
"1391",102628,"health","premium",2.7,4,23,39,2002
"1392",154435,"health","premium",4.4,4,30,66.5,2511
"1393",138738,"other","off_brand",4.1,11,27,51.3,1193
"1394",136039,"toys","premium",4,4,16,62.9,2820
"1395",174149,"health","off_brand",4.7,2,26,69.6,2207
"1396",171221,"toys","off_brand",4.7,9,20,67.7,1849
"1397",112164,"health","premium",4,14,19,65.9,1188
"1398",132897,"toys","off_brand",3.9,4,12,23.6,2298
"1399",106104,"other","premium",4.5,11,14,46.4,895
"1400",160240,"toys","premium",3.7,10,24,50.8,2890
"1401",106016,"toys",NA,3.5,5,19,76.8,2043
"1402",19777,"toys","premium",3.3,2,16,59.4,847
"1403",214333,"health","premium",4.8,5,9,43.9,2648
"1404",186883,"health","premium",3.1,5,22,38,3349
"1405",206439,"health","premium",3.7,13,6,51.2,2682
"1406",190395,"health","off_brand",3.5,6,15,33.1,3533
"1407",160019,"other","off_brand",4.4,9,24,70.3,1742
"1408",140038,"health","premium",4,10,NA,6.6,2080
"1409",137017,"food","off_brand",4.1,13,29,48.8,699
"1410",146486,"other","off_brand",4.4,16,18,40.4,1078
"1411",226702,"toys","off_brand",4.9,15,19,32.4,2662
"1412",117064,"health","premium",4.4,14,26,57,886
"1413",237932,"toys","off_brand",4.6,11,14,51.9,3283
"1414",230907,"health",NA,4.2,5,NA,28.6,3269
"1415",82797,"toys","off_brand",4.7,2,27,28.5,953
"1416",230353,"toys",NA,4.8,1,23,100.8,2695
"1417",118608,"health","premium",4.4,12,17,33.1,1299
"1418",178153,"other","premium",4.2,15,25,18.2,2738
"1419",116914,"health","premium",4.2,22,25,18.8,1135
"1420",89599,"health","off_brand",4.5,4,22,61.1,467
"1421",191635,"health","off_brand",4.5,15,21,50.8,1850
"1422",185323,"health","off_brand",4.1,4,28,60.3,2652
"1423",206281,"health","off_brand",4.1,2,21,6.8,3409
"1424",185590,"health",NA,4.5,14,21,NA,1958
"1425",115365,"toys","off_brand",4.1,1,19,37.2,1580
"1426",146828,"food","off_brand",3.8,15,24,26.2,1460
"1427",187329,"toys","premium",4.3,10,NA,59.2,3511
"1428",210032,"other","premium",4.8,13,16,31.8,1133
"1429",134165,"toys","off_brand",4.2,8,NA,74.4,2314
"1430",192787,"toys","off_brand",4.7,2,12,46.2,1176
"1431",75279,"toys","premium",4.6,4,NA,55.6,998
"1432",206672,"toys","off_brand",4.4,8,21,44.1,2253
"1433",51292,"toys","premium",4,15,28,42.9,656
"1434",87544,"other","premium",3.4,3,12,52.7,1089
"1435",81085,"health","premium",3.9,2,17,31.9,1015
"1436",243744,"food","off_brand",4.6,7,29,32.8,3640
"1437",186330,"other","off_brand",4.3,11,15,35.2,2762
"1438",207950,"health","off_brand",4.7,6,11,22.4,2436
"1439",156891,"health",NA,3.7,1,16,41.3,2832
"1440",85261,"toys","off_brand",3.2,12,NA,80.3,851
"1441",159925,"health","off_brand",4.5,7,20,41.8,2070
"1442",150653,"food","premium",3.7,16,17,49.4,1069
"1443",82322,"health","premium",2.3,7,NA,40.6,880
"1444",220287,"toys","premium",4.7,9,26,60.2,3429
"1445",139840,"health","off_brand",4,2,13,53.3,2006
"1446",118643,"health","off_brand",4.3,8,31,5,1137
"1447",163909,"other","premium",4.8,5,23,59.2,1912
"1448",113640,"toys","off_brand",4.1,4,17,65,2272
"1449",143424,"toys","off_brand",3.6,4,16,NA,3958
"1450",178683,"toys","off_brand",3.6,6,25,63.5,2769
"1451",230152,"other","off_brand",4.7,10,24,46.9,2769
"1452",193552,"toys","off_brand",4.6,16,15,90.4,920
"1453",129396,"toys","off_brand",4.4,11,16,62.9,804
"1454",130498,"toys","off_brand",4.2,8,21,55.8,2566
"1455",198074,"health",NA,4.1,2,17,21.1,3234
"1456",161297,"food","off_brand",4.1,4,14,26.7,1951
"1457",146774,"toys","off_brand",2.6,2,16,68.9,2808
"1458",125901,"health","off_brand",3,14,16,35.9,2680
"1459",259927,"health","off_brand",4.8,2,22,56,3251
"1460",139646,"health","off_brand",4.6,9,18,61.1,1013
"1461",179947,"toys","premium",4.7,1,16,34.9,2436
"1462",99686,"health","off_brand",4.6,12,11,39.4,977
"1463",130884,"food","premium",4.4,11,16,55.9,1012
"1464",215406,"other","off_brand",4.2,3,9,38.9,3107
"1465",170592,"toys","premium",4.4,13,12,57.9,2616
"1466",196329,"toys","off_brand",4.3,3,21,93.1,3423
"1467",133994,"food","premium",4.3,11,31,36.4,1136
"1468",100669,"health","off_brand",4.2,6,28,26.6,1114
"1469",198641,"food","off_brand",4.1,2,20,87.1,2772
"1470",106472,"toys","off_brand",4.4,9,10,76.4,1379
"1471",113986,"toys","off_brand",3.2,17,17,33.3,1074
"1472",57256,"toys","premium",4,2,15,64,964
"1473",83545,"toys","off_brand",4.4,5,20,100,977
"1474",199710,"health","off_brand",4,12,17,55.1,2637
"1475",135462,"health","off_brand",4.6,8,14,91.9,929
"1476",95492,"other","premium",3.7,4,22,56.3,959
"1477",184302,"health","off_brand",4.4,6,29,51.3,2108
"1478",187810,"health","off_brand",4.1,2,35,45.3,3220
"1479",105675,"other","off_brand",3.8,1,15,63.4,2041
